id,Age,TypeofContact,CityTier,DurationOfPitch,Occupation,Gender,NumberOfPersonVisiting,NumberOfFollowups,ProductPitched,PreferredPropertyStar,NumberOfTrips,Passport,PitchSatisfactionScore,Designation,MonthlyIncome,customer_info,ProdTaken
1788,55歳,Self Enquiry,1,8分,Large Business,Female,3.0,4.0,Standard,4.0,2,0,1,Senior Manager,461805.0,結婚済み、自動車所有、子供無し,0
1789,27歳,Company Invited,2,10分,Large Business,MALE,3.0,4.0,Standard,4.0,7,0,2,Senior Manager,393060.0,結婚済み／車未所持／非育児家庭,1
1790,55歳,Company Invited,1,5分,Salaried,Female,3.0,4.0,Standard,4.0,2,0,1,Senior Manager,366960.0,"未婚,自家用車あり,子供なし",0
1791,52歳,Self Enquiry,2,720秒,Small Business,Male,3.0,4.0,Deluxe,3.0,6,0,4,Manager,月収40.0万円,"結婚済み,車所持,子供有り 2人",0
1792,32歳,Company Invited,2,13分,Small Business,MALE,3.0,4.0,Basic,3.0,5,0,3,Exеcutive,441060.0,結婚済み、車所持、こども2人,0
1793,42歳,Self Enquiry,2,32分,Small Business,Male,4.0,4.0,Deluxe,3.0,3,0,3,Manager,332820.0,未婚/乗用車なし/子供3人,0
1794,45歳,Self Enquiry,2,31分,Small Business,male,3.0,4.0,deluxe,3.0,1,0,3,Manager,453165.0,離婚済み/車所持/こども2人,0
1795,35歳,Self Enquiry,3,15分,Small Business,MALE,3.0,4.0,deluxe,3.0,2,0,3,Manager,315855.0,結婚済み　車所持　子供有り 2人,0
1796,40代,Company Invited,2,7分,Small Business,Female,3.0,4.0,DELUXE,3.0,5,0,3,Manager,月収30.0万円,独身、車なし、こども2人,0
1797,51歳,Self Enquiry,2,6分,Salaried,Male,2.0,3.0,Standard,4.0,2,0,1,Senior Manager,387990.0,離婚済み、車なし、子供無し,0
1798,34歳,Self Enquiry,3,18分,Salaried,Male,2.0,3.0,Standard,4.0,年に5回,0,1,Senior Manager,月収40.0万円,離婚済み、乗用車なし、無子,0
1799,44歳,Self Enquiry,1,6分,Salaried,Male,2.0,3.0,Standard,4.0,2,0,1,Senior Manager,369075.0,結婚済み 自家用車あり 無子,0
1800,48歳,Company Invited,2,6分,Salaried,Male,2.0,4.0,Standard,4.0,2,0,2,Senior Manager,379050.0,未婚 自動車未所有 子供なし,0
1801,54際,Company Invited,1,9分,Salaried,Fe Male,2.0,3.0,Standard,4.0,2,0,1,Senior Manager,364305.0,未婚　車保有　非育児家庭,0
1802,51歳,Self Enquiry,2,780秒,Salaried,Fe Male,2.0,3.0,Standard,4.0,1,0,2,Senior Manager,383685.0,未婚、車所持、子供なし,0
1803,３５歳,Company Invited,1,17分,Salaried,Female,2.0,3.0,Standard,4.0,5,0,2,Senior Manager,367800.0,離婚済み 車保有 子供ゼロ,0
1804,55歳,Company Invited,2,7分,Salaried,ｍａｌｅ,2.0,3.0,SUPER DELUXE,4.0,2,0,2,AVP,月収48.0万円,離婚済み、車所持、子供なし,1
1805,36歳,Company Invited,2,9分,Small Business,Male,2.0,4.0,Standard,4.0,2,0,1,Senior Manager,424365.0,"未婚、自家用車なし,子供なし",0
1806,37歳,Company Invited,2,15分,Small Business,male,2.0,3.0,Deluxe,4.0,7,0,2,Manager,310995.0,離婚済み/車未所持/子供なし,0
1807,二十八歳,Company Invited,3,,Salaried,MALE,2.0,3.0,Deluxe,5.0,3,0,2,Manager,394320.0,離婚済み 車未所持　子供ゼロ,0
1808,51歳,Self Enquiry,1,12分,Salaried,Ｆｅ　Ｍａｌｅ,2.0,3.0,Standard,4.0,年に1回,0,1,Senior Manager,360225.0,未婚、車あり、子供なし,0
1809,40歳,Company Invited,2,10分,Salaried,Male,2.0,4.0,Basic,4.0,2,0,2,Executive,263700.0,独身、車保有なし、子供なし,1
1810,52歳,Self Enquiry,2,29分,Small Business,Female,2.0,4.0,Standard,5.0,5,0,2,Senior Manager,377760.0,独身、車なし、子供なし,0
1811,42歳,Self Enquiry,2,10分,Salaried,Male,2.0,3.0,Deluxe,4.0,1,0,2,Manager,276255.0,離婚済み、自動車所有、子供なし,0
1812,46歳,Self Enquiry,3,540秒,Salaried,Female,2.0,3.0,Deluxe,5.0,2,0,2,Manager,438435.0,"離婚済み、自家用車あり,子供なし",0
1813,40歳,Company Invited,2,9分,Small Business,Male,2.0,3.0,Super Deluxe,4.0,2,0,1,AVP,373005.0,離婚済み、自動車未所有、子供無し,0
1814,44歳,Self Enquiry,1,600秒,Small Business,FEMALE,2.0,3.0,Basic,4.0,1,0,2,Executive,264555.0,離婚済み、車所持、非育児家庭,0
1815,50歳,Company Invited,1,7分,Salaried,Fe Male,2.0,3.0,Standard,4.0,年に1回,0,1,Senior Manager,336270.0,未婚、自動車所有、子供無し,0
1816,22歳,Self Enquiry,3,480秒,Salaried,female,2.0,3.0,Basic,5.0,1,0,2,Executive,256425.0,独身/車所持/子供なし,0
1817,３３歳,Self Enquiry,2,6分,Large Business,FEMALE,2.0,3.0,Deluxe,4.0,2,0,1,Manager,313920.0,離婚済み、車未所持、子供なし,0
1818,56際,Self Enquiry,1,17分,Salaried,Ｆｅｍａｌｅ,2.0,3.0,Super Deluxe,4.0,4,0,2,AVP,470400.0,"結婚済み、自動車所有,子供なし",0
1819,４６歳,Company Invited,2,18分,Small Business,male,2.0,3.0,Super Deluxe,4.0,半年に1回,0,2,AVP,420000.0,離婚済み、車未所持、子供ゼロ,0
1820,20代,Company Invited,3,9分,Salaried,Female,2.0,3.0,STANDARD,4.0,年に2回,0,2,Senior Manager,376350.0,未婚　自動車所有　子供無し,0
1821,53歳,Self Enquiry,1,28分,Small Business,Male,3.0,5.0,ꓢuper Deluxe,3.0,7,0,2,AVP,483405.0,結婚済み、自動車所有、子供有り 2人,0
1822,29際,Self Enquiry,2,900秒,Salaried,Male,4.0,4.0,Standard,4.0,3,0,3,Senior Manager,417735.0,独身、車所持、子供有り 3人,0
1823,23歳,Self Enquiry,2,12分,Salaried,Female,3.0,4.0,Basic,3.0,5,0,3,Executive,309450.0,離婚済み 自動車所有 子供2人,0
1824,20代,Self Enquiry,2,35分,Salaried,Male,3.0,400.0,DELUXE,3.0,3,0,4,Manager,345480.0,"未婚,車あり,こども2人",0
1825,55歳,Self Enquiry,2,9分,Salaried,Male,3.0,4.0,Basic,3.0,5,0,4,AVP,485325.0,離婚済み、車所持、こども2人,0
1826,23歳,Self Enquiry,2,10分,Small Business,Male,3.0,5.0,basic,4.0,3,0,2,Executive,310425.0,独身 車未所持 子供有り 2人,1
1827,49歳,Self Enquiry,2,15分,Salaried,Female,3.0,5.0,Deluxe,3.0,5,0,2,Manager,426540.0,離婚済み/自家用車あり/子供1人,0
1828,34歳,Self Enquiry,2,7分,Salaried,MALE,3.0,5.0,Standard,3.0,2,0,1,Senior Manager,335730.0,結婚済み、車所持、子供1人,0
1829,39歳,Company Invited,2,31分,Small Business,female,3.0,5.0,Deluxe,3.0,7,0,2,Manager,359385.0,離婚済み、自動車未所有、子供1人,0
1830,26歳,Company Invited,3,660秒,Small Business,Female,2.0,3.0,Basic,4.0,2,1,2,Executive,257745.0,独身、車あり、子供なし,1
1831,30代,Company Invited,3,1080秒,Salaried,Female,2.0,3.0,Deluxe,4.0,1,1,2,Manager,344640.0,結婚済み 自家用車なし 子供なし,0
1832,50代,Company Invited,1,16分,Salaried,Fe Male,2.0,3.0,Standard,4.0,5,1,1,Senior Manager,376815.0,未婚 車保有 子供なし,0
1833,５７歳,Self Enquiry,1,8分,Salaried,Fe Male,2.0,3.0,STANDARD,4.0,年に5回,1,2,Senior Manager,379545.0,未婚 車所持 子供なし,0
1834,39才,Self Enquiry,2,28分,Small Business,male,4.0,4.0,Deluxe,3.0,7,0,2,Manager,350565.0,結婚済み/車所持/子供3人,0
1835,43歳,Self Enquiry,2,33分,Salaried,Male,3.0,5.0,Deluxe,3.0,3,1,2,Manager,326775.0,結婚済み　自動車所有　子供1人,0
1836,49歳,Self Enquiry,1,900秒,Salaried,female,3.0,5.0,Deluxe,3.0,2,0,2,Manager,378000.0,離婚済み、車所持、子供有り(1人),0
1837,40歳,Self Enquiry,1,1860秒,Salaried,Female,3.0,5.0,deluxe,3.0,年に3回,0,1,Manager,344805.0,未婚、自家用車なし、子供有り 1人,0
1838,30代,Company Invited,1,1080秒,Salaried,female,3.0,5.0,DELUXE,3.0,3,0,2,Manager,316740.0,結婚済み、車未所持、こども1人,0
1839,42歳,Company Invited,1,21分,Salaried,Male,3.0,5.0,Standard,3.0,年に2回,0,2,Senior Manager,347685.0,離婚済み 自家用車あり　こども1人,0
1840,39歳,Self Enquiry,1,420秒,Salaried,Female,3.0,5.0,Basic,3.0,3,0,1,Executive,317370.0,未婚／車所持／子供2人,0
1841,39歳,Self Enquiry,1,10分,Salaried,Male,3.0,5.0,BASIC,4.0,3,0,1,Executive,月収30.0万円,結婚済み、車なし、子供有り 2人,0
1842,50歳,Self Enquiry,1,14分,Salaried,Male,3.0,5.0,STANDARD,3.0,2,0,1,Senior Manager,431370.0,独身／乗用車なし/こども2人,0
1843,37歳,Self Enquiry,1,1980秒,Small Business,ｆｅｍａｌｅ,3.0,5.0,Deluxe,3.0,7,0,2,Manager,月収35.0万円,"未婚、車未所持,子供1人",0
1844,21歳,Company Invited,2,11分,Small Business,female,3.0,5.0,Basic,3.0,3,0,3,Executive,310545.0,"結婚済み,車未所持,子供2人",0
1845,45歳,Self Enquiry,2,33分,Small Business,Female,3.0,5.0,Deluxe,3.0,3,0,3,Manager,347445.0,"離婚済み,自動車未所有,2児",0
1846,31歳,Self Enquiry,1,23分,Salaried,Male,3.0,5.0,Basic,3.0,3,0,2,Executive,536850.0,独身、自動車未所有、子供2人,0
1847,20歳,Self Enquiry,1,10分,Small Business,Male,3.0,4.0,Basic,3.0,3,0,4,Executive,324960.0,離婚済み/自動車所有/子供2人,1
1848,32歳,Self Enquiry,1,11分,Small Business,Male,3.0,4.0,Basic,3.0,6,0,4,Executive,318795.0,結婚済み 自家用車あり　子供有り(2人),0
1849,31歳,Company Invited,2,900秒,Small Business,female,2.0,2.0,Deluxe,3.0,3,0,3,Manager,381195.0,結婚済み 車所持 子供1人,0
1850,31才,Company Invited,3,24分,Small Business,Male,4.0,5.0,Basic,3.0,年に7回,0,1,Executive,324885.0,独身 自動車所有 子供有り(2人),1
1851,37歳,Self Enquiry,2,17分,Small Business,Female,4.0,4.0,Deluxe,3.0,3,0,1,Manager,325485.0,離婚済み、自家用車なし、こども1人,0
1852,三十六歳,Self Enquiry,1,420秒,Large Business,Male,3.0,5.0,basiϲ,3.0,2,0,2,Executive,407940.0,独身／自家用車なし／こども1人,1
1853,29歳,Self Enquiry,1,480秒,Salaried,Female,3.0,5.0,Basic,3.0,3,0,2,Executive,297435.0,独身、自動車所有、2児,0
1854,53歳,Self Enquiry,1,8分,Salaried,Male,4.0,500.0,Deluxe,3.0,5,0,4,Manager,382575.0,離婚済み、車所持、子供有り(3人),0
1855,36歳,Self Enquiry,1,720秒,Salaried,ｍａｌｅ,3.0,4.0,Basic,3.0,年に5回,0,3,Executive,272685.0,結婚済み、車未所持、子供2人,0
1856,二十五歳,Self Enquiry,2,9分,Salaried,Female,3.0,1.0,Basic,3.0,3,0,4,Executive,309435.0,結婚済み、乗用車所持、2児,0
1857,57歳,Self Enquiry,1,15分,Small Business,male,3.0,5.0,Super Deluxe,3.0,3,0,1,AVP,417180.0,結婚済み　自家用車なし　子供2人,0
1858,26才,Self Enquiry,1,15分,Small Business,Male,4.0,4.0,Basic,3.0,7,0,2,Exеcutivе,310455.0,結婚済み、車未所持、子供2人,0
1859,38歳,Self Enquiry,2,17分,Small Business,Male,4.0,4.0,Deluxe,3.0,2,0,1,Manager,465885.0,離婚済み、車未所持、2児,0
1860,45歳,Company Invited,2,13分,Small Business,Ｆｅｍａｌｅ,2.0,3.0,deluxe,3.0,1,0,1,Manager,354165.0,離婚済み、自家用車あり、子供なし,0
1861,52歳,Self Enquiry,2,13分,Large Business,Male,2.0,3.0,Standard,3.0,5,0,2,Senior Manager,371505.0,"結婚済み,車未所持,子供1人",0
1862,53歳,Self Enquiry,2,540秒,Salaried,female,2.0,3.0,standard,3.0,7,0,1,Manager,375840.0,独身、自動車未所有、子供1人,1
1863,38歳,Self Enquiry,2,8分,Large Business,Male,2.0,3.0,deluxe,3.0,年に7回,0,2,Manager,月収30.0万円,独身、乗用車所持、子供無し,0
1864,22歳,Self Enquiry,2,720秒,Small Business,Female,2.0,3.0,Basic,3.0,3,0,2,Executive,255525.0,独身、自動車未所有、1児,1
1865,31歳,Self Enquiry,2,8分,Small Business,Female,2.0,3.0,Basic,3.0,年に1回,0,2,Executive,251415.0,結婚済み、自動車所有、子供なし,0
1866,20代,Self Enquiry,2,17分,Small Business,Female,2.0,3.0,Standard,3.0,3,0,2,Senior Mαnαger,256995.0,結婚済み、乗用車所持、子供無し,0
1867,,Self Enquiry,2,15分,Small Business,male,2.0,3.0,Deluxe,3.0,2,0,2,Manager,,独身 車未所持 子供なし,0
1868,43歳,Self Enquiry,3,,Small Business,Female,2.0,3.0,Deluxe,3.0,3,0,1,Manager,月収32.0万円,離婚済み、乗用車所持、子供なし,0
1869,２９歳,Company Invited,1,8分,Small Business,FEMALE,4.0,4.0,BASIC,3.0,年に3回,0,1,Executive,322395.0,"独身、車所持,子供1人",0
1870,51歳,Self Enquiry,1,20分,Salaried,Male,2.0,3.0,staոdard,3.0,年に2回,0,4,Senior Manager,月収37.0万円,結婚済み	自動車所有	こども1人,0
1871,３２歳,Self Enquiry,1,25分,Salaried,Female,2.0,3.0,Deluxe,3.0,年に3回,0,4,Manager,320640.0,結婚済み、車保有、子供1人,0
1872,33歳,Self Enquiry,1,720秒,Small Business,Ｆｅｍａｌｅ,4.0,4.0,Basic,3.0,3,0,1,Executive,309510.0,離婚済み 自動車未所有 子供2人,0
1873,31際,Self Enquiry,1,480秒,Small Business,FEMALE,4.0,4.0,Basic,3.0,年に3回,0,2,Executive,331575.0,離婚済み 車所持 子供有り 1人,1
1874,３１歳,Company Invited,1,960秒,Salaried,male,3.0,5.0,Βasic,3.0,3,0,3,Executive,311805.0,"離婚済み,車所持,子供2人",0
1875,43歳,Company Invited,1,32分,Salaried,Male,3.0,5.0,Deluxe,3.0,3,0,4,Manager,月収30.0万円,"結婚済み,車保有なし,子供2人",0
1876,24歳,Self Enquiry,2,7分,Salaried,Male,2.0,3.0,Basic,3.0,3,1,2,Executive,257550.0,独身 自動車未所有 子供なし,1
1877,20代,Self Enquiry,2,2040秒,Salaried,male,4.0,4.0,Basic,3.0,3,0,2,Executive,月収40.0万円,結婚済み/車所持/こども3人,0
1878,37歳,Self Enquiry,1,8分,Small Business,Male,2.0,3.0,De|uxe,3.0,1,0,1,Manager,295005.0,"独身,自動車未所有,子供1人",0
1879,29才,Company Invited,1,16分,Salaried,Male,2.0,300.0,Basic,3.0,5,0,1,Executive,月収40.0万円,離婚済み 自動車所有 子供無し,0
1880,36歳,Self Enquiry,1,13分,Large Business,male,3.0,6.0,Basic,3.0,3,0,4,Executive,月収32.0万円,未婚、車所持、子供2人,0
1881,37歳,Self Enquiry,3,22分,Small Business,MALE,3.0,6.0,BASIC,3.0,6,0,4,Executive,439905.0,結婚済み/車未所持/こども2人,1
1882,29才,Self Enquiry,2,13分,Small Business,Male,4.0,4.0,Basic,3.0,年に2回,0,4,Executive,310650.0,"結婚済み、乗用車所持,子供3人",0
1883,31才,Self Enquiry,2,20分,Small Business,Male,4.0,4.0,Standard,3.0,3,0,3,Senior Manager,372705.0,結婚済み、車なし、子供有り(3人),0
1884,29際,Self Enquiry,2,13分,Salaried,male,3.0,6.0,Basic,3.0,3,0,1,Executive,312630.0,独身、車未所持、こども2人,1
1885,27歳,Self Enquiry,1,16分,Small Business,male,3.0,6.0,Basic,3.0,年に3回,0,2,Executive,262035.0,独身、車未所持、1児,1
1886,50代,Self Enquiry,1,7分,Salaried,Male,2.0,3.0,Standard,3.0,3,1,2,Senior Manager,365655.0,"離婚済み
自動車未所有
非育児家庭",1
1887,,Company Invited,3,18分,Large Business,Female,1.0,1.0,Deluxe,3.0,2,0,3,Manager,,独身、車所持、子供なし,0
1888,28歳,Self Enquiry,2,1500秒,Small Business,Male,2.0,3.0,deluxe,3.0,年に2回,0,4,Manager,323025.0,結婚済み／自家用車なし／こども1人,0
1889,50才,Self Enquiry,2,480秒,Salaried,Male,4.0,5.0,Deluxe,3.0,7,0,1,Manager,340800.0,結婚済み、自動車未所有、こども1人,0
1890,37歳,Company Invited,2,900秒,Salaried,Female,1.0,3.0,BASIC,3.0,2,0,4,Senior Manager,273465.0,結婚済み 車なし 子供無し,0
1891,47歳,Self Enquiry,2,14分,Salaried,Male,2.0,3.0,Super Ꭰeluxe,4.0,2,0,2,AVP,502800.0,離婚済み 車未所持　子供なし,0
1892,41歳,Self Enquiry,2,540秒,Small Business,Male,2.0,3.0,Deluxe,3.0,年に2回,0,2,Manager,332025.0,結婚済み 自動車未所有　子供1人,0
1893,30代,Company Invited,3,10分,Small Business,Female,2.0,3.0,Basic,3.0,2,0,2,Executive,268770.0,結婚済み 乗用車所持 子供1人,0
1894,31才,Company Invited,2,900秒,Small Business,Ｍａｌｅ,2.0,3.0,Basic,3.0,2,0,1,Executive,251250.0,独身　自動車所有　子供なし,1
1895,50際,Self Enquiry,2,6分,Salaried,male,2.0,3.0,STANDARD,4.0,2,0,2,Senior Manager,347955.0,結婚済み 車所持 子供なし,1
1896,58歳,Company Invited,2,27分,Small Business,Female,2.0,3.0,DELUXE,4.0,6,0,2,Manager,363315.0,未婚 車あり 子供1人,0
1897,29歳,Self Enquiry,2,15分,Salaried,Male,2.0,3.0,Deluxe,3.0,2,0,2,АVP,382125.0,結婚済み、自動車所有、子供なし,0
1898,59歳,Company Invited,2,15分,Small Business,Female,2.0,3.0,Deluxe,3.0,2,0,2,Manager,338970.0,離婚済み／車未所持／子供1人,0
1899,二十六歳,Company Invited,3,14分,Large Business,male,2.0,3.0,Standard,3.0,2,0,2,Senior Manager,377205.0,結婚済み 車所持 子供なし,1
1900,56歳,Self Enquiry,2,1440秒,Small Business,Male,2.0,3.0,Super Deluxe,4.0,1,0,2,AVP,504060.0,"独身,車保有なし,子供無し",1
1901,55歳,Company Invited,3,6分,Small Business,FEMALE,2.0,3.0,Standard,3.0,1,0,2,Manager,299535.0,結婚済み 車未所持 子供1人,0
1902,40代,Company Invited,2,6分,Salaried,Male,2.0,3.0,Standard,3.0,5,0,2,Senior Manager,336735.0,未婚	自動車所有	子供なし,0
1903,51歳,Company Invited,2,12分,Salaried,Female,2.0,3.0,Standard,3.0,2,0,2,Senior Manager,351480.0,"離婚済み,自動車所有,子供1人",0
1904,32歳,Self Enquiry,2,8分,Salaried,Male,2.0,300.0,Basic,3.0,年に2回,0,2,Executive,271125.0,結婚済み、車未所持、こども1人,0
1905,34才,Company Invited,2,17分,Small Business,Ｍａｌｅ,2.0,4.0,Standard,3.0,年に3回,0,2,Senior Manager,月収38.0万円,未婚、車未所持、子供1人,1
1906,38歳,Company Invited,2,9分,Small Business,Male,2.0,3.0,Basic,3.0,年に6回,0,2,Executive,月収30.0万円,結婚済み　車あり　子供無し,0
1907,４１歳,Company Invited,3,14分,Salaried,Fe Male,2.0,3.0,Standard,3.0,2,0,1,Senior Manager,429030.0,離婚済み、車所持、子供なし,0
1908,26歳,Company Invited,3,,Small Business,Female,2.0,3.0,Basi𝘤,3.0,3,0,2,Executive,249600.0,離婚済み、車あり、無子,1
1909,42歳,Self Enquiry,2,18分,Small Business,Male,2.0,300.0,Deluxe,4.0,5,0,1,Manager,316605.0,離婚済み 車所持 子供なし,0
1910,33歳,Self Enquiry,2,19分,Salaried,MALE,2.0,3.0,Deluxe,3.0,3,0,1,Manager,317715.0,結婚済み 車未所持 子供ゼロ,0
1911,,Company Invited,2,960秒,Small Business,Male,2.0,3.0,Basic,4.0,2,0,2,Executive,266070.0,独身、車未所持、子供なし,1
1912,36歳,Company Invited,2,14分,Salaried,male,2.0,3.0,Standard,3.0,3,0,2,Senior Manager,387615.0,結婚済み 車未所持 こども1人,0
1913,38歳,Company Invited,2,15分,Salaried,Female,2.0,4.0,Basic,3.0,2,0,1,Executive,259500.0,離婚済み、自動車所有、子供無し,0
1914,19歳,Self Enquiry,3,900秒,Salaried,Female,2.0,3.0,Basic,3.0,2,0,1,Executive,263040.0,"離婚済み,自動車所有,子供なし",0
1915,34歳,Self Enquiry,2,900秒,Salaried,female,2.0,3.0,Standard,3.0,5,0,2,Senior Manager,月収40.0万円,"未婚、自動車未所有,子供なし",0
1916,39歳,Self Enquiry,2,15分,Small Business,Male,2.0,3.0,Deluxe,4.0,3,0,2,Mαnager,322260.0,独身、車未所持、子供なし,0
1917,40際,Self Enquiry,2,540秒,Salaried,male,2.0,3.0,Standard,4.0,2,0,1,Senior Manager,411150.0,"離婚済み,自動車未所有,子供1人",0
1918,32歳,Self Enquiry,2,15分,Small Business,Female,2.0,4.0,Deluxe,3.0,3,0,1,Manager,370695.0,離婚済み	車なし	子供1人,0
1919,五十二歳,Self Enquiry,3,14分,Small Business,fe male,2.0,3.0,Super Deluxe,3.0,年に3回,0,2,AVP,477090.0,未婚 車所持　子供なし,0
1920,46歳,Self Enquiry,2,32分,Salaried,male,2.0,3.0,Standard,3.0,5,0,2,Senior Manager,367425.0,独身/車未所持/非育児家庭,1
1921,40代,Company Invited,2,420秒,Large Business,Female,2.0,3.0,Standard,4.0,2,0,1,Senior Manager,380985.0,結婚済み、車あり、子供無し,0
1922,50代,Company Invited,2,1380秒,Small Business,Female,2.0,3.0,Deluxe,3.0,2,0,2,Manager,346410.0,"離婚済み、自動車所有,子供なし",0
1923,56歳,Self Enquiry,2,12分,Salaried,Ｍａｌｅ,2.0,3.0,King,4.0,1,0,2,VP,522675.0,離婚済み、車未所持、子供なし,0
1924,,Self Enquiry,2,7分,Salaried,Male,2.0,3.0,Basic,3.0,年に5回,0,1,Executive,264300.0,結婚済み／自家用車なし／子供1人,0
1925,,Self Enquiry,2,13分,Small Business,Male,2.0,3.0,Basic,3.0,2,0,2,Executive,,結婚済み/自動車未所有/子供なし,0
1926,26歳,Company Invited,3,10分,Salaried,Female,2.0,3.0,Standard,4.0,2,0,2,Senior Manager,352635.0,離婚済み、自動車所有、子供ゼロ,0
1927,22際,Company Invited,3,6分,Large Business,FEMALE,2.0,3.0,Standard,3.0,2,0,2,Senior Manager,月収30.0万円,離婚済み 車所持 子供1人,0
1928,33際,Self Enquiry,2,26分,Salaried,Male,2.0,4.0,Deluxe,3.0,2,0,1,Manager,355470.0,未婚 自動車未所有 子供1人,0
1929,21歳,Company Invited,2,16分,Large Business,Ｍａｌｅ,2.0,3.0,Basic,3.0,3,0,2,Executive,263130.0,独身 車未所持 子供なし,0
1930,34歳,Company Invited,2,18分,Large Business,Female,2.0,4.0,Basic,3.0,7,0,2,Executive,273915.0,独身	自動車所有	無子,1
1931,36歳,Self Enquiry,3,27分,Salaried,Ｍａｌｅ,2.0,3.0,Deluxe,3.0,2,0,1,Manager,322320.0,離婚済み 自家用車なし 子供1人,0
1932,26歳,Company Invited,2,7分,Small Business,Ｆｅｍａｌｅ,2.0,3.0,Basic,3.0,3,0,1,Executive,249315.0,離婚済み 車保有 子供なし,0
1933,30代,Company Invited,2,11分,Salaried,MALE,2.0,3.0,Deluxe,3.0,年に2回,0,2,Manager,367995.0,未婚 車未所持 子供無し,0
1934,38歳,Company Invited,3,11分,Salaried,Male,2.0,3.0,standard,3.0,5,0,1,Senior Manager,315105.0,"未婚、車あり,子供1人",0
1935,30代,Self Enquiry,2,1080秒,Salaried,Male,2.0,3.0,Deluxe,3.0,1,0,2,Manager,316005.0,離婚済み、乗用車所持、子供なし,0
1936,45歳,Self Enquiry,2,12分,Salaried,Male,2.0,3.0,SUPER DELUXE,3.0,4,0,1,AVP,458625.0,離婚済み／乗用車所持／子供なし,0
1937,34歳,Company Invited,2,7分,Small Business,Male,2.0,3.0,Super Deluxe,3.0,2,0,2,AVP,479655.0,未婚、乗用車所持、子供1人,0
1938,54才,Self Enquiry,2,7分,Salaried,Female,3.0,5.0,Basic,3.0,2,0,3,Executive,366465.0,離婚済み 車あり こども1人,0
1939,52歳,Self Enquiry,1,11分,Small Business,MALE,3.0,6.0,Basic,3.0,年に3回,0,2,Executive,331170.0,結婚済み、車未所持、子供1人,0
1940,43歳,Self Enquiry,1,9分,Large Business,Ｍａｌｅ,3.0,5.0,Super Deluxe,3.0,1,0,2,VP,535845.0,離婚済み／自動車未所有／子供2人,0
1941,３１歳,Company Invited,1,11分,Small Business,Ｍａｌｅ,4.0,4.0,Basic,3.0,3,0,2,Executive,325725.0,結婚済み 車保有なし 子供2人,0
1942,30歳,Self Enquiry,2,840秒,Small Business,Male,4.0,5.0,DELUXE,3.0,3,0,2,Manager,350850.0,結婚済み 車未所持 こども1人,0
1943,40代,Self Enquiry,1,8分,Large Business,Female,2.0,3.0,basic,3.0,1,0,4,Executive,,独身、車なし、子供1人,0
1944,22歳,Company Invited,1,1440秒,Small Business,Male,1.0,3.0,Basıc,3.0,年に2回,0,4,Executive,253845.0,独身 車未所持 子供なし,0
1945,32才,Company Invited,1,15分,Small Business,Female,2.0,2.0,Basic,3.0,2,0,4,Executive,337980.0,離婚済み/自家用車なし／子供1人,0
1946,24才,Self Enquiry,1,960秒,Small Business,Male,2.0,3.0,Basic,3.0,3,0,3,Executive,250905.0,結婚済み/自動車所有/子供1人,0
1947,39歳,Self Enquiry,1,10分,Large Business,MALE,2.0,,Super Deluxe,3.0,1,0,3,AVP,280560.0,結婚済み、車所持、こども1人,0
1948,49歳,Self Enquiry,1,10分,Salaried,Ｆｅｍａｌｅ,2.0,3.0,Deluxe,3.0,4,0,4,Manager,322560.0,"未婚,自動車未所有,子供1人",0
1949,30歳,Self Enquiry,2,9分,Salaried,ｆｅ　ｍａｌｅ,2.0,3.0,DELUXE,3.0,2,1,1,Manager,351285.0,未婚	車所持	子供なし,0
1950,29歳,Company Invited,3,15分,Salaried,female,2.0,3.0,Standard,3.0,2,1,2,Senior Manager,382335.0,未婚 自動車所有 子供なし,0
1951,４７歳,Company Invited,2,12分,Salaried,Fe Male,2.0,4.0,STANDARD,3.0,5,1,1,Senior Manager,月収45.0万円,離婚済み、自家用車あり、子供有り 1人,0
1952,52際,Self Enquiry,2,7分,Small Business,female,2.0,3.0,standard,3.0,2,1,2,Senior Manager,365205.0,結婚済み、車所持、子供なし,0
1953,37才,Self Enquiry,2,960秒,Salaried,Male,2.0,3.0,Standard,3.0,年に3回,1,2,Senior Manager,344745.0,結婚済み、車未所持、無子,0
1954,30歳,Self Enquiry,2,8分,Small Business,Male,2.0,3.0,Deluxe,3.0,年に1回,1,2,Manager,252450.0,結婚済み、自動車未所有、子供なし,0
1955,37歳,Self Enquiry,2,30分,Small Business,MALE,3.0,2.0,Deluxe,3.0,年に1回,0,4,Manager,332895.0,"結婚済み,車未所持,こども2人",0
1956,20才,Company Invited,3,15分,Small Business,Female,2.0,1.0,Basic,3.0,2,0,3,Executive,311325.0,結婚済み　車所持　1児,0
1957,29才,Company Invited,2,8分,Small Business,Ｍａｌｅ,2.0,2.0,Deluxe,3.0,5,0,4,Manager,465345.0,"結婚済み
自動車所有
子供1人",0
1958,20歳,Self Enquiry,2,15分,Small Business,FEMALE,2.0,2.0,Basic,4.0,年に2回,0,3,Executive,314790.0,離婚済み、車所持、こども1人,0
1959,34際,Self Enquiry,1,1020秒,Large Business,Male,3.0,5.0,Deluxe,3.0,3,0,4,Manager,358875.0,結婚済み、乗用車なし、子供1人,0
1960,33歳,Company Invited,2,15分,Small Business,Female,2.0,3.0,SUPER DELUXE,3.0,2,0,2,Executive,274245.0,"離婚済み,自動車未所有,子供なし",1
